qárrä,ˈɢʌrra,NOUN - Animal,Animal (A),oga,ˈʔɔːɣɣæ
qèqqéii,ˈɢɛɢˌɢei̯i,NOUN - Animal,Duck farm (I),qepqêpki,ˈqɜp̚ˌqɨːb̚gi
qéia,ˈɢei̯æ,NOUN - Animal,Duck (A),qêpka,ˈqɨːb̚gæ
řáuga,ˈr̥ɑʊ̯gæ,NOUN - Animal,Ibex (A),prâlcha,ˈpr̥aːld͡ʒæ
vóɹa,ˈʋoɹæ,NOUN - Animal,Boar (A),ôrza,ˈwoːʐæ
càśa,ˈcæɕæ,NOUN - Food,Bone (A),talaka,ˈtæɬkæ
éama,ˈeɐ̯mæ,NOUN - Food,Egg (I),kehuma,ˈkɛɐ̯mæ
ǵàmpía,ˈɟæm̥ˌpiæ,NOUN - Food,Milk (human and animal) (I),amêa,ˈʔæm̥ˌm̥iːæ
hàñqíeña,ˈħæɴˌɢie̯ɴæ,NOUN - Food,Roast Meat (I),hañêka,ˈħæŋ̊ˌŋ̊iːg̚æ
hàoñma,ˈħæo̯ɴmæ,NOUN - Food,Bread (I),hâkma,ˈħaːg̚mæ
jèréamañ,ˈjɛˌreɐ̯mæɴ̥,NOUN - Food,Vegetable Soup (I),êgêmañ,ˈjeːˌɣiːmæŋ̊
jéñíeña,ˈjeˌɴie̯ɴæ,NOUN - Food,Blood (I),êvñêka,ˈjeːvˌŋiːg̚æ
mèccíeźǵa,ˈmɛcˌcie̯ʑɟæ,NOUN - Food,Salt (I),metêzta,ˈmɛt̚ˌtiːzdæ
ñíeña,ˈɴie̯ɴæ,NOUN - Food,Meat (to eat) (A),ñêka,ˈŋiːg̚æ
pýañ,ˈpyæɴ̥,NOUN - Food,Meat Stew (I),pêlañ,ˈpiːlæŋ̊
qòttòʔo,ˈɢɔtˌtɔʔɔ,NOUN - Food,Flour (I),ottoe,ˈʔɔt̚ˌtɔʔɐ
qúcčía,ˈɢucˌc͡ɕiæ,NOUN - Food,Drinking Water (I),uplêa,ˈʔup̚ˌɬiːæ
řàrreèmpa,ˈr̥ærrɛˌɛm̥pæ,NOUN - Food,Mustard Sauce (I),pregêema,ˈpr̥ɛːɣɣɘːˌɛm̥m̥æ
řèʔřèʔa,ˈr̥ɛʔˌr̥ɛʔæ,NOUN - Food,Ground Chilli (I),preprea,ˈpr̥ɛp̚ˌr̥ɛʔæ
wúʔíeńa,ˈɣuʔˌie̯ɲæ,NOUN - Food,Honey (I),juêta,ˈjuʔˌiːd̚æ
arràźba,ærˈræʑbæ,NOUN - Plant,Olive (I),gezpa,ˈɣɛːzbæ
arràźbèʔa,ærˈræʑˌbɛʔæ,NOUN - Plant,Olive Oil (I),gezpea,ˈɣɛːzˌbɛʔæ
arràźbítfśa,ærˈræʑˌbitfɕæ,NOUN - Plant,Olive Tree (I),gezpitsala,ˈɣɛːzˌbit͡θɬæ
arràźbítfśa,ærˈræʑˌbitfɕæ,NOUN - Plant,Olive Tree (I),gezpitsala,ˈɣɛːzˌbit͡θɬæ
arréam,ærˈreæm̥,NOUN - Plant,Leaf (I),gêam,ˈɣiːæm̥
fříía,ˈfr̥iˌiæ,NOUN - Plant,Pumpkin (I),fritkêa,ˈfr̥it̚ˌkiːæ
ǵàřéam,ˈɟæˌr̥eæm̥,NOUN - Plant,Kale (I),ergêam,ˈʔɛr̥ˌxiːæm̥
ǵèʔmaʔ,ˈɟɛʔm̥æʔ,NOUN - Plant,Grass (I),etermak,ˈʔɛʈ̚m̥æk̚
ǵéřha,ˈɟer̥ħæ,NOUN - Plant,Fruit (I),ixeha,ˈʔixħæ
ía,ˈiæ,NOUN - Plant,Gourd (any kind) (I),kêa,ˈkiːæ
ícca,ˈiccæ,NOUN - Plant,Crop (any kind) (I),jita,ˈjit̚tæ
ícce,ˈiccɛ,NOUN - Plant,Barley (grain) (I),jite,ˈjit̚tɐ
íʔmaʔ,ˈiʔm̥æʔ,NOUN - Plant,Barley (plant) (I),jitimak,ˈjit̚m̥æk̚
jéźiía,ˈjeʑiˌiæ,NOUN - Plant,'Clear Melon' (eg. cucumber) (I),êvzikêa,ˈjeːvzik̚ˌkiːæ
ľíerva,ˈʎie̯rʋæ,NOUN - Plant,Flax Fibre (I),lêruwa,ˈliːrwæ
ľíerømaʔ,ˈʎie̯rømæʔ,NOUN - Plant,Flax Plant (I),lêruwmak,ˈliːrwmæk̚
màʔ,ˈmæʔ,NOUN - Plant,Flower (I),mak,ˈmæk̚
mèřmaʔ,ˈmɛr̥m̥æʔ,NOUN - Plant,Cannabis/Hemp Plant (I),merekmak,ˈmɛr̥km̥æk̚
mèřříelva,ˈmɛr̥ˌr̥ie̯lʋæ,NOUN - Plant,Hemp Fibre (I),merêlrwa,ˈmɛr̥ˌr̥iːɭwæ
mèřříeña,ˈmɛr̥ˌr̥ie̯ɴæ,NOUN - Plant,Cannabis (Drug) (I),merêka,ˈmɛr̥ˌr̥iːg̚æ
múcča,ˈmucc͡ɕæ,NOUN - Plant,Peach Tree (I),muqisla,ˈmuq̚sɬæ
múqqaś,ˈmuɢɢæɕ,NOUN - Plant,Peach (I),muqas,ˈmuq̚qæs
núomímpaʔ,ˈnuo̯ˌmim̥pæʔ,NOUN - Plant,Soybean (plant) (I),nûimak,ˈnũːˌim̥m̥æk̚
núomo,ˈnuo̯mɔ,NOUN - Plant,Soybean (bean) (I),nûe,ˈnũːɐ
óarrôʔñíñe,ˈoɐ̯rroʔˌɴ̥iɴɛ,NOUN - Plant,Radish (dialectal) (I),vuguqñîke,ˈvuːɣɣuq̚ˌŋ̊ĩːg̚ɐ
óřřóo,ˈor̥ˌr̥oɔ,NOUN - Plant,Radish (I),vuguqke,ˈvuxˌxuq̚kɐ
pàomvaʔyʔñíñe,ˈpæo̯mʋæʔyʔˌɴ̥iɴɛ,NOUN - Plant,Daikon (dialectal) (I),pâmvauqñîke,ˈpaːmvæʔuq̚ˌŋ̊ĩːg̚ɐ
pàřeàmce,ˈpær̥ɛˌæm̥cɛ,NOUN - Plant,Mustard Seed (I),pergêamte,ˈpɛr̥xɘːˌæm̥tɐ
pàřéam,ˈpæˌr̥eæm̥,NOUN - Plant,Mustard (plant/leaves) (I),pergêam,ˈpɛr̥ˌxiːæm̥
páemvaʔúo,ˈpɑe̯mʋæʔˌuɔ,NOUN - Plant,Daikon (I),pâmvauqke,ˈpaːmvæʔˌuq̚kɐ
qàordvńa,ˈɢæo̯rdʋɲæ,NOUN - Plant,Turnip (I),ârtsna,ˈʔaːrd͡ðnæ
qúñońía,ˈɢuɴɔɲˌiæ,NOUN - Plant,Bitter Melon (I),ûkânkêa,ˈʔũːg̚ɑːnˌgiːæ
řèʔřéřä,ˈr̥ɛʔˌr̥er̥a,NOUN - Plant,'Hot Pepper' (chilli) (I),preprixka,ˈpr̥ɛp̚ˌr̥ixkæ
řéřä,ˈr̥er̥a,NOUN - Plant,Pepper (any kind) (I),prixka,ˈpr̥ixkæ
súppaʔ,ˈsuppæʔ,NOUN - Plant,Tree Bark (I),supat,ˈsup̚pæt̚
tfàśśa,ˈtfæɕɕæ,NOUN - Plant,Tree (I),tsala,ˈt͡θæɬɬæ
tfàśśe,ˈtfæɕɕɛ,NOUN - Plant,Plant (I) (small tree),tsale,ˈt͡θæɬɬɐ
tòʔńa,ˈtɔʔɲ̊æ,NOUN - Plant,Almond (I),tokna,ˈtɔk̚n̥æ
tòʔńítfśa,ˈtɔʔˌɲ̊itfɕæ,NOUN - Plant,Almond Tree (I),toknitsala,ˈtɔk̚ˌn̥it͡θɬæ
túgmaʔ,ˈtugmæʔ,NOUN - Plant,Sorghum (plant) (I),tûchimak,ˈtũːd͡ʒmæk̚
túgmaʔ,ˈtugmæʔ,NOUN - Plant,Sorghum (plant) (I),tûchimak,ˈtũːd͡ʒmæk̚
túgo,ˈtugɔ,NOUN - Plant,Sorghum (grain) (I),tûche,ˈtũːd͡ʒɐ
úruva,ˈuruʋæ,NOUN - Plant,Pear (I),vrûva,ˈvrũːvæ
úruvdvàśśa,ˈuruʋˌdʋæɕɕæ,NOUN - Plant,Pear Tree (I),vrûvitsala,ˈvrũːvˌd͡ðæɬɬæ
vèřtfa,ˈʋɛr̥tfæ,NOUN - Plant,Cabbage (I),wertsa,ˈwɛr̥t͡θæ
vèřtfe,ˈʋɛr̥tfɛ,NOUN - Plant,Bok Choy/Small Cabbage (I),wertse,ˈwɛr̥t͡θɐ
vèřtfśa,ˈʋɛr̥tfɕæ,NOUN - Plant,Tree/Jersey Cabbage (I),wertsala,ˈwɛr̥t͡θɬæ
źéarbréřä,ˈʑeɐ̯rˌbrer̥a,NOUN - Plant,'Sweet Pepper' (capsicum) (I),zigprixka,ˈziːɣˌbrixkæ
źéaréa,ˈʑeɐ̯rˌeæ,NOUN - Plant,Sweet Melon (I),zigkêa,ˈziːɣˌgiːæ
àoma,ˈæo̯mæ,NUM,Three (I),ghûma,ˈɐʊ̯̃æ
qúoń,ˈɢuo̯ɲ,NUM,Two (I),qôt,ˈquːd̚
řè,ˈr̥ɛ,NUM,One (I),pre,ˈpr̥ɛ
arràľańi,ærˈræʎæɲ̊i,PART,To adore/love (Participle),glankî,ˈɣlæn̥kiː
arràľańi,ærˈræʎæɲ̊i,PART,To give (Participle),glankî,ˈɣlæn̥kiː
arrwàśśéraʔ,ærˈrɣæɕˌɕeræʔ,PART,To push (Participle),gjalîxeq,ˈɣjæɬˌɬĩɣɐq̚
arrwāřřäń,ærˈrɣar̥r̥aɲ̊,PART,To wait (Participle),gjaxexan,ˈɣjæxxæn̥
arrwāřře,ærˈrɣar̥r̥ɛ,PART,To fall (Participle),gjaxê,ˈɣjæxxɘː
arrwèań,ærˈrɣɛæɲ̊,PART,To sit (Participle),gjekan,ˈɣjɛk̚kæn̥
ařřàań,ær̥ˈr̥ææɲ̊,PART,To walk/To stand > To be standing / To be (travelling) on the ground (Participle),xekan,ˈxɛk̚kæn̥
ařřài,ær̥ˈr̥æi,PART,To stand > To be standing (Participle),xeki,ˈxɛk̚ki
ařřàoń,ær̥ˈr̥æɔɲ,PART,To march (Participle),xekakân,ˈxɛk̚kɑːn
ařřàřřeń,ær̥ˈr̥ær̥r̥ɛɲ,PART,To pass/go by (Participle),xexên,ˈxɛxxɘːn
ařřàśań,ær̥ˈr̥æɕæɲ̊,PART,To arrive (Participle),xelkan,ˈxɛɬkæn̥
ařřéa,ær̥ˈr̥eɐ̯,PART,To stand > To be standing (Participle),xê,ˈxiː
áulqo,ˈɑʊ̯lɢɔ,PART,To become (Participle),ghôlqe,ˈɐʊ̯lɢɐ
ârrwáeñ,ʌrˈrɣɑe̯ɴ,PART,To prevent/deter (Participle),gjâñ,ˈɣjaːŋ
ârrwúʔfaʔ,ʌrˈrɣuʔfæʔ,PART,To spit (Participle),gjupvat,ˈɣjup̚fæt̚
càmhe,ˈcæm̥ħɛ,PART,To remain (Participle),tamhe,ˈtæm̥ħɐ
ǵàaʔarràomea,ˈɟææʔærˌræo̯meɐ̯,PART,To part (Negative Participle),arâmhe,ˈʔæk̚kæʔærˌraːmɐː
ǵàaʔàñřê,ˈɟææʔˌæɴ̥r̥e,PART,To hear (Negative Participle),añagi,ˈʔæk̚kæʔˌæŋ̊xi
ǵàaʔàtfa,ˈɟææʔˌætfæ,PART,To laugh > To be laughing (Negative Participle),atsa,ˈʔæk̚kæʔˌæt̚t͡θæ
ǵàmčwèñaʔ,ˈɟæm̥ˌc͡ɕɣɛɴæʔ,PART,To squeeze (Negative Participle),metlîhaq,ˈʔæm̥ˌtɬjɐ̃æq̚
ǵàmfoń,ˈɟæm̥fɔɲ,PART,To dig (Negative Participle),mewân,ˈʔæm̥ɸɑːn
ǵàmpàońare,ˈɟæm̥ˌpæo̯ɲærɛ,PART,To come (Negative Participle),mângê,ˈʔæm̥ˌm̥aːnɣɘː
ǵàmpàońǵľi,ˈɟæm̥ˌpæo̯ɲɟʎi,PART,To throw (Negative Participle),mântlî,ˈʔæm̥ˌm̥aːndliː
ǵàñřê,ˈɟæɴ̥r̥e,PART,To hear (Participle),añagi,ˈʔæŋ̊xi
ǵàñřør,ˈɟæɴ̥r̥ør,PART,To meet (Negative Participle),ñaxug,ˈʔæŋ̊xuːɣ
ǵàorym,ˈɟæo̯rym,PART,To disagree (Participle),evrûp,ˈʔɛːvruːb̚
ǵàřřàomea,ˈɟær̥ˌr̥æo̯meɐ̯,PART,To part (Participle),arâmhe,ˈʔær̥ˌr̥aːmɐː
